aqp_runtime_s,aqp_value_sample,dbms,error,exact_runtime_s,exact_value_sample,fallback_reason,fallback_triggered,final_sample_rate,max_row_relative_error,mean_row_relative_error,missing_groups_count,n_rows_aqp,n_rows_exact,pilot_sample_rate,query_id,relative_error,sf,skip_reason,skipped,speedup,timestamp_iso,variance_bound_note
20.989803096003016,1508227716.0,postgres,,21.000551948993234,1508227716.0,cache_hit_template,True,1.0,0.0,0.0,0,4,4,1.0,q1,0.0,10,,False,1.0005120988005964,2026-05-21T15:14:41Z,
7.782805466995342,4791171.0,postgres,,7.732142202992691,4791171.0,directly_run_exact,True,1,0.0,0.0,0,10,10,1.0,q3,0.0,10,,False,0.9934903597144372,2026-05-21T15:15:23Z,
5.420785751004587,536862587.9995,postgres,,5.369613689996186,536862587.9995,directly_run_exact,True,1,0.0,0.0,0,5,5,1.0,q5,0.0,10,,False,0.9905600288668635,2026-05-21T15:15:39Z,
2.6772119630040834,1230113636.0101,postgres,,2.6966695160081144,1230113636.0101,cache_hit_template,True,1.0,0.0,0.0,0,1,1,1.0,q6,0.0,10,,False,1.0072678417969558,2026-05-21T15:15:49Z,
5.846556948003126,1995.0,postgres,,5.696904105992871,1995.0,directly_run_exact,True,1,0.0,0.0,0,4,4,1.0,q7,0.0,10,,False,0.9744032524883952,2026-05-21T15:15:55Z,
5.144642460989417,1995.0,postgres,,5.123160971008474,1995.0,execute_aqp_recover,True,1,0.0,0.0,0,2,2,1.0,q8,0.0,10,,False,0.9958244931219552,2026-05-21T15:16:06Z,
23.50033215500298,1998.0,postgres,,23.69902542399359,1998.0,directly_run_exact,True,1,0.0,0.0,0,175,175,1.0,q9,0.0,10,,False,1.0084549132191014,2026-05-21T15:16:17Z,
7.227604101004545,116288.0,postgres,,7.1723116880020825,116288.0,directly_run_exact,True,1,0.0,0.0,0,20,20,1.0,q10,0.0,10,,False,0.9923498282100458,2026-05-21T15:17:04Z,
6.376043121999828,62071.0,postgres,,6.249762335995911,62071.0,directly_run_exact,True,1,0.0,0.0,0,2,2,1.0,q12,0.0,10,,False,0.9801944899700883,2026-05-21T15:17:18Z,
3.000613128999248,16.647594941615097,postgres,,2.9563093619944993,16.647594941615097,execute_aqp_recover,True,1,0.0,0.0,0,1,1,1.0,q14,0.0,10,,False,0.9852350952621723,2026-05-21T15:17:31Z,
50.39488574001007,1287812.0,postgres,,50.689554844997474,1287812.0,execute_aqp_recover,True,1,0.0,0.0,0,100,100,1.0,q18,0.0,10,,False,1.0058472025615381,2026-05-21T15:17:37Z,
4.283766259992262,30104438.0911,postgres,,4.270172896998702,30104438.0911,directly_run_exact,True,1,0.0,0.0,0,1,1,1.0,q19,0.0,10,,False,0.9968267729449867,2026-05-21T15:19:18Z,
