aqp_runtime_s,aqp_value_sample,dbms,error,exact_runtime_s,exact_value_sample,fallback_reason,fallback_triggered,final_sample_rate,max_row_relative_error,mean_row_relative_error,missing_groups_count,n_rows_aqp,n_rows_exact,pilot_sample_rate,query_id,relative_error,sf,skip_reason,skipped,speedup,timestamp_iso
1.6509648999781348,1522980492.0175505,duckdb,,1.8521347999922,1508227716.0,,False,43.19,0.010909161490367537,0.0053589340637717805,0,4,4,1.0,q1,0.009781530906139686,10,,False,1.1218498951835556,2026-05-20T20:11:28Z
1.6653670000087004,4791171.0,duckdb,,1.2425564999866765,4791171.0,exact_chosen_by_cost,True,1,0.0,0.0,0,10,10,1.0,q3,0.0,10,,False,0.7461157210273681,2026-05-20T20:11:32Z
1.5360714000125881,536862587.9995,duckdb,,1.2374787000007927,536862587.9995,exact_chosen_by_cost,True,1,0.0,0.0,0,5,5,1.0,q5,0.0,10,,False,0.8056127469013821,2026-05-20T20:11:34Z
0.5956367999897338,1242657010.2481768,duckdb,,0.7032999000221025,1230113636.0101,,False,30.66,0.01019692317106705,0.01019692317106705,0,1,1,1.0,q6,0.01019692317106705,10,,False,1.1807529354032933,2026-05-20T20:11:37Z
1.4264097000123002,1995.0,duckdb,,1.1255489999894053,1995.0,exact_chosen_by_cost,True,1,0.015785279468686794,0.002777636350462886,0,4,4,1.0,q7,0.0,10,,False,0.789078341222511,2026-05-20T20:11:39Z
1.4445134999987204,1995.0,duckdb,,1.244179900008021,1995.0,exact_chosen_by_cost,True,1,0.0,0.0,0,2,2,1.0,q8,0.0,10,,False,0.861314137949644,2026-05-20T20:11:41Z
8.521630200004438,1998.0,duckdb,,3.552501800004393,1998.0,exact_chosen_by_cost,True,1,0.7492274607819129,0.055076627604317446,0,175,175,1.0,q9,0.0,10,,False,0.4168805400640998,2026-05-20T20:11:44Z
3.594954600004712,116288.0,duckdb,,1.932086699991487,116288.0,exact_chosen_by_cost,True,1,0.0,0.0,0,20,20,1.0,q10,0.0,10,,False,0.5374439777317228,2026-05-20T20:11:56Z
1.7915262999886181,62311.18598202028,duckdb,,1.4233299999905284,62071.0,,False,58.11,0.010461068096374343,0.00647673568957917,0,2,2,1.0,q12,0.006477510843264562,10,,False,0.7944789869953743,2026-05-20T20:12:01Z
1.2078432999842335,16.647594941615097,duckdb,,1.0108027999813203,16.647594941615097,sample_rate_too_high,True,1,0.0,0.0,0,1,1,1.0,q14,0.0,10,,False,0.8368658417813923,2026-05-20T20:12:05Z
5.356795699975919,1287812.0,duckdb,,2.812166799994884,1287812.0,exact_chosen_by_cost,True,1,0.0,0.0,0,100,100,1.0,q18,0.0,10,,False,0.5249718222420776,2026-05-20T20:12:07Z
1.9283832000219263,30104438.0911,duckdb,,1.8115745999966748,30104438.0911,exact_chosen_by_cost,True,1,0.0,0.0,0,1,1,1.0,q19,0.0,10,,False,0.939426665807956,2026-05-20T20:12:15Z
