aqp_runtime_s,aqp_value_sample,dbms,error,exact_runtime_s,exact_value_sample,fallback_reason,fallback_triggered,final_sample_rate,max_row_relative_error,mean_row_relative_error,missing_groups_count,n_rows_aqp,n_rows_exact,pilot_sample_rate,query_id,relative_error,sf,skip_reason,skipped,speedup,timestamp_iso
0.289106999989599,150921317.0,duckdb,,0.20914609997998923,150921317.0,solver_failed,True,1,1.3650825773015112e-16,8.530282363040396e-18,0,4,4,1.0,q1,0.0,1,,False,0.723421086267415,2026-05-20T17:32:10Z
0.21530999999959022,2456423.0,duckdb,,0.09561240000766702,2456423.0,solver_failed,True,1,0.5955094053426466,0.04284390950774289,0,10,10,1.0,q3,0.0,1,,False,0.4440685523563652,2026-05-20T17:32:10Z
0.212182200019015,55502041.1697,duckdb,,0.10070530002121814,55502041.1697,solver_failed,True,1,0.0,0.0,0,5,5,1.0,q5,0.0,1,,False,0.47461709800441926,2026-05-20T17:32:11Z
0.12970399999176152,123141078.2283,duckdb,,0.09858819999499246,123141078.2283,solver_failed,True,1,0.0,0.0,0,1,1,1.0,q6,0.0,1,,False,0.760101461799594,2026-05-20T17:32:11Z
0.29326860001310706,1995.0,duckdb,,0.10677209999994375,1995.0,multi_table_no_phi,True,1,0.0005012531328320802,0.00016717021107597908,0,4,4,1.0,q7,0.0,1,,False,0.3640761404227107,2026-05-20T17:32:11Z
0.9715118000167422,1995.0,duckdb,,0.08463549998123199,1995.0,solver_failed,True,1,0.0,0.0,0,2,2,1.0,q8,0.0,1,,False,0.08711731548682522,2026-05-20T17:32:12Z
6.69078800000716,1998.0,duckdb,,0.25957009999547154,1998.0,solver_failed,True,1,0.804447337321857,0.05906312233681687,0,175,175,1.0,q9,0.0,1,,False,0.038795146400572515,2026-05-20T17:32:13Z
0.3316282999876421,90643.0,duckdb,,0.20067230000859126,90643.0,solver_failed,True,1,0.0,0.0,0,20,20,1.0,q10,0.0,1,,False,0.6051121089969378,2026-05-20T17:32:20Z
0.2868079000036232,6202.0,duckdb,,0.12221889998181723,6202.0,solver_failed,True,1,0.0,0.0,0,2,2,1.0,q12,0.0,1,,False,0.4261350540911643,2026-05-20T17:32:20Z
0.12342769998940639,16.380778626395543,duckdb,,0.09023019997403026,16.380778626395543,solver_failed,True,1,0.0,0.0,0,1,1,1.0,q14,0.0,1,,False,0.7310368740710114,2026-05-20T17:32:20Z
0.2971200000029057,128120.0,duckdb,,0.24265850000665523,128120.0,multi_table_no_phi,True,1,0.0,0.0,0,57,57,1.0,q18,0.0,1,,False,0.8167020059379446,2026-05-20T17:32:21Z
0.1845999000070151,3083843.0578,duckdb,,0.1536492999875918,3083843.0578,multi_table_no_phi,True,1,0.0,0.0,0,1,1,1.0,q19,0.0,1,,False,0.8323368538214424,2026-05-20T17:32:21Z
